ID,Target
0,8.741271
1,33.938957
2,43.104523
3,15.9825535
4,18.22014
5,15.942574
6,15.942574
7,38.764606
8,19.914085
9,49.541397
10,46.24158
11,5.476882
12,49.131985
13,15.413017
14,11.707321
15,9.606666
16,10.979865
17,35.295788
18,17.44124
19,35.741222
20,60.658154
21,6.485791
22,16.476961
23,49.541397
24,8.741271
25,19.037102
26,35.34089
27,19.43434
28,33.389687
29,19.131544
30,15.681244
31,313.6897
32,16.400648
33,22.963167
34,14.085934
35,44.09747
36,32.566833
37,29.74663
38,63.89093
39,8.741271
40,16.388823
41,14.744028
42,16.977528
43,25.206
44,17.993326
45,38.470165
46,5.7063627
47,13.736227
48,179.66977
49,24.770443
50,12.814839
51,66.499794
52,5.476882
53,42.605637
54,18.573528
55,39.536587
56,6.485791
57,60.85407
58,15.432829
59,11.707321
60,25.206
61,12.017023
62,36.94365
63,76.932335
64,-7.9824457
65,16.476961
66,37.144707
67,338.36154
68,32.335976
69,60.134777
70,5.7698584
71,10.020734
72,35.34089
73,16.88267
74,-4.222477
75,24.499817
76,11.786984
77,16.140102
78,18.573528
79,78.56729
80,12.480333
81,55.695953
82,12.97025
83,20.037912
84,14.912075
85,31.828144
86,14.619999
87,1.125698
88,12.4640875
89,-0.48217267
90,15.762077
91,25.206
92,31.828144
93,12.201731
94,18.90772
95,19.694498
96,40.173958
97,16.524052
98,8.741271
99,179.66977
100,27.6794
101,25.206
102,17.09665
103,46.24158
104,8.043375
105,35.339996
106,25.206
107,15.92627
108,45.61849
109,15.514079
110,30.428606
111,16.140102
112,49.396214
113,18.68711
114,46.65859
115,13.767609
116,49.541397
117,32.2792
118,6.485791
119,-7.9824457
120,27.6794
121,46.24158
122,31.524168
123,15.744835
124,10.176493
125,18.464148
126,27.010342
127,6.715274
128,20.037912
129,36.31635
130,327.83533
131,13.483831
132,15.762077
133,12.74805
134,8.741271
135,24.572813
136,12.017023
137,11.32041
138,9.754619
139,18.573528
140,19.866156
141,12.623843
142,23.902363
143,16.739315
144,33.30169
145,17.573439
146,11.372815
147,11.114238
148,11.064053
149,18.90772
150,340.5623
151,12.97025
152,16.740442
153,8.741271
154,16.739315
155,19.075987
156,415.32803
157,-6.592446
158,15.9825535
159,36.31027
160,8.741271
161,43.709114
162,47.651085
163,35.295788
164,12.017023
165,339.5615
166,11.064053
167,15.942574
168,4.1240225
169,17.573439
170,11.372815
171,18.393051
172,338.36154
173,33.30169
174,15.924404
175,12.334918
176,36.94365
177,18.90772
178,23.986246
179,38.764606
180,112.8644
181,21.606596
182,-6.7957945
183,16.476961
184,106.384995
185,15.31598
186,59.289288
187,35.34089
188,327.83533
189,32.566833
190,12.017023
191,11.552378
192,19.220385
193,13.736227
194,43.0439
195,15.700556
196,17.90691
197,15.413017
198,15.9825535
199,5.7063627
200,34.691357
201,-1.3595394
202,108.41981
203,32.02401
204,15.942574
205,89.19224
206,10.762015
207,18.573528
208,12.623843
209,15.5961
210,36.29977
211,37.890575
212,15.432829
213,33.938957
214,16.477419
215,-3.587831
216,112.21677
217,70.181656
218,16.140379
219,6.4140296
220,5.476882
221,29.948402
222,13.734479
223,14.31579
224,20.45298
225,15.25697
226,16.388823
227,14.630328
228,12.570252
229,25.206
230,9.754619
231,16.706944
232,32.02401
233,8.741271
234,17.19959
235,49.541397
236,14.219065
237,29.948402
238,12.308677
239,36.498768
240,92.055824
241,35.34089
242,11.83591
243,11.707321
244,15.413017
245,11.80299
246,33.483772
247,13.408803
248,15.740454
249,10.715313
250,27.142384
251,8.741271
252,2.8539708
253,79.00258
254,32.02401
255,48.532486
256,37.634422
257,44.27475
258,19.14026
259,15.762077
260,25.206
261,42.406487
262,37.307415
263,338.36154
264,19.43434
265,38.764606
266,15.9825535
267,29.455704
268,41.175926
